Ranking,Title,Author,Average Rating
111,Lion & Lamb,James Patterson,4
112,Now Is Not the Time to Panic,Kevin Wilson,3.69
113,I'm Not Done with You Yet,Jesse Q. Sutanto,3.66
114,Learned by Heart,Emma Donoghue,3.51
115,Everything/Nothing/Someone,Alice Carrière,4.04
116,"Bloody Heart (Brutal Birthright, #4)",Sophie Lark,3.96
117,Pretty Little Mistake,Micalea Smeltzer,3.84
118,Still Born,Guadalupe Nettel,4.13
119,"Tastes Like Shakkar (If Shakespeare Was an Auntie, #2)",Nisha Sharma,3.92
120,Abroad in Japan: Ten Years In The Land Of The Rising Sun,Chris Broad,4.24
121,I Could Never,Penelope Ward,4.09
122,Tomb Sweeping,Alexandra Chang,3.41
123,A Council of Dolls,Mona Susan Power,4.05
124,At the Coffee Shop of Curiosities,Heather Webber,4
125,The Enemy at Home,Kevin O'Brien,4.11
126,A Multitude of Dreams,Mara Rutherford,3.57
127,Study for Obedience,Sarah Bernstein,3.09
128,Secrets Never Die,Vincent Ralph,3.48
129,"Dead Mountain (Nora Kelly, #4)",Douglas Preston,4.33
130,Through the Snow Globe,Annie Rains,3.88
131,"Spin the Bottle (Campus Games, #2)",Stephanie Alves,3.72
132,The Door-to-Door Bookstore,Carsten Henn,4.15
133,Star Crossed: A True Romeo and Juliet Story in Hitler's Paris,Heather Dune Macadam,3.96
134,Secluded Cabin Sleeps Six,Lisa Unger,3.45
135,The Love Plot,Samantha Young,3.86
136,"War (The Four Horsemen, #2)",Laura Thalassa,4.05
137,One Christmas Eve,Shari Low,4.4
138,The Sunset Years of Agnes Sharp,Leonie Swann,3.52
139,So Late in the Day,Claire Keegan,4.01
140,North of Nowhere,Allison Brennan,4.1
141,"Shattered Truths (Lies, Hearts & Truths)",H. Hunting,4.3
142,Terrace Story,Hilary Leichter,3.61
143,Wifedom: Mrs. Orwell's Invisible Life,Anna Funder,4.15
144,"Heavy Crown (Brutal Birthright, #6)",Sophie Lark,3.93
145,"Knockout (Hell's Belles, #3)",Sarah MacLean,4.23
146,It Will All Work Out: The Freedom of Letting Go,Kevin Hart,3.82
147,Valiant Women: The Extraordinary American Servicewomen Who Helped Win World War II,Lena Andrews,4.01
148,The Lost Library,Rebecca Stead,4.13
149,Bridge,Lauren Beukes,3.69
150,Recollection,Jeremiah Beck,4.27
151,The Trade Off,Sandie Jones,3.24
152,The Apology,Jimin Han,3.49
153,"Death (The Four Horsemen, #4)",Laura Thalassa,4.28
154,Tilly in Technicolor,Mazey Eddings,4.11
155,"Forged by Blood (The Tainted Blood Duology, #1)",Ehigbor Okosun,3.47
156,"Famine (The Four Horsemen, #3)",Laura Thalassa,4.2
157,The Tease,Lauren Blakely,3.98
158,The Secret Midwife,Soraya M. Lane,4.58
159,"Bad Luck Charm (Witch City, #1)",Julie Johnson,3.85
160,My Name Is Iris,Brando Skyhorse,3.37
161,The Great Transition,Nick Fuller Googins,3.81
162,Falling Back in Love with Being Human: Letters to Lost Souls,Kai Cheng Thom,4.19
163,"Flawless (Chestnut Springs, #1)",Elsie Silver,4.08
164,Someone You Trust,Rachel Ryan,3.67
165,Killers of a Certain Age,Deanna Raybourn,3.86
166,Happiness,Danielle Steel,4.14
167,The One That Got Away,Charlotte Rixon,3.67
168,The Doctor's Widow (The Doctor's Wife #2),Daniel Hurst,4.03
169,Night of the Living Queers: 13 Tales of Terror Delight,Shelly Page,3.85
170,"The Bone Season (The Bone Season, #1)",Samantha Shannon,3.81
171,"Codename Charming (Palace Insiders, #2)",Lucy Parker,3.77
172,Where There Was Fire,John Manuel Arias,3.53
173,Feathers So Vicious (Court of Ravens #1),Liv Zander,4.22
174,Kissing Kosher,Jean Meltzer,3.85
175,The Year of Second Chances,Lara Avery,3.59
176,"Caught Stealing (Leighton U, #2)",C.E. Ricci,4.02
177,Honeysuckles (Monster Stalker #1),January Rayne,3.62
178,The Last Girls Standing,Jennifer Dugan,3.23
179,"Ravensong (Green Creek, #2)",T.J. Klune,4.42
180,Never Enough: When Achievement Culture Becomes Toxic-and What We Can Do About It,Jennifer Breheny Wallace,4.21
181,Bite the Woman That Feeds (Dirty Blood #1),Penelope Barsetti,3.98
182,Where the Dead Sleep (Ben Packard #2),Joshua Moehling,3.98
183,The Lookback Window,Kyle Dillon Hertz,3.75
184,"Twisted Hearts (Dark Hearts, #4)",Jagger Cole,4.1
185,A Thousand Boy Kisses,Tillie Cole,4.08
186,Big Swiss,Jen Beagin,3.68
187,The Queen of the Valley,Lorena Hughes,3.96
188,"Change of Plans (Matthews Brothers, #3)",Dylan Newton,3.9
189,The Proposal,Adriana Locke,4.31
190,Hunt Me Darling (The Darling Games #1),Maree Rose,3.86
191,All Good Things,Amanda Prowse,3.9
192,See You Soon,Lexie Axelson,3.77
193,"A Kingdom of Fire and Fate (Stars and Shadows, #4)",Holly Renee,3.72
194,"Fever House (Fever House, #1)",Keith Rosson,4.02
195,"The Royal (Game of Chance, #2)",Susan Stoker,4.23
196,The Last Masterpiece,Laura Morelli,4
197,Hansel and Gretel: A TOON Graphic,Neil Gaiman,3.81
198,The Deja Glitch,Holly James,3.59
199,"Need Me (Broke and Beautiful, #2)",Tessa Bailey,3.53
200,Tides of Fire (Sigma Force #17),James Rollins,4.23
