Ranking,Title,Author,Average Rating
127,Just Once,Karen Kingsbury,4.43
128,"Hoarded by the Dragon (Monstrous Matches, #4)",Lillian Lark,4.13
129,"The Fund: Ray Dalio, Bridgewater Associates, and the Unraveling of a Wall Street Legend",Rob Copeland,4.06
130,Alive at Night (Wildflower #1),Amelie Rhys,4.08
131,The Proof of the Pudding (Her Royal Spyness #17),Rhys Bowen,4.16
132,Only in Your Dreams,Ellie K. Wilde,4.07
133,Material World: The Six Raw Materials That Shape Modern Civilization,Ed Conway,4.54
134,Endgame: Inside the Royal Family and the Monarchy's Fight for Survival,Omid Scobie,3.31
135,The Cat Who Taught Zen,James Norbury,4.32
136,One Last Stop,Casey McQuiston,3.93
137,"On Cloud Nine (Perks & Benefits, #3)",Kels Stone,3.65
138,The Madstone,Elizabeth Crook,4.14
139,Corrupt (Devil's Night),Penelope Douglas,3.81
140,"Tonight, I Burn (Thorn Witch, #1)",Katharine J. Adams,3.71
141,"The Witchwood Knot (Victorian Faerie Tales, #1)",Olivia Atwater,4.15
142,Baumgartner,Paul Auster,3.79
143,"A True Account: Hannah Masury’s Sojourn Amongst the Pyrates, Written by Herself",Katherine Howe,3.75
144,"Slay (Anita Blake, Vampire Hunter #30)",Laurell K. Hamilton,4.23
145,"Born to Be Badger (Honey Badger Chronicles, #5)",Shelly Laurenston,4.46
146,"No Pucking Way (Rich Demons of Hockey, #1)",C.R. Jane,3.96
147,Christmas Cupid,Ilsa Madden-Mills,3.63
148,City People,Elizabeth Topp,3.35
149,After Dark,Minka Kent,3.96
150,"Rules of the Game (Rule Breaker, #2)",Jessa Wilder,3.88
151,Jack Frost,Debbie Macomber,4.23
152,"Moments of Mayhem (The Hunters, #3)",T.L. Smith,3.93
153,A Festive Feud,Maren Moore,3.92
154,The Porcelain Maker,Sarah Freethy,4.13
155,Searching For Zen: A Tale Of Divine Destiny,Albert T. Franklin,4.37
156,One Night in Hartswood,Emma Denny,3.78
157,Mine to Honor (Southern Weddings #7),Natasha Madison,4.15
158,The Night Parade,Jami Nakamura Lin,4.3
159,Holiday Star,Melissa Dymond,3.7
160,The Fifth Avenue Apartment,Pamela M. Kelley,4.25
161,DallerGut Dream Department Store,Lee Mi-ye,3.83
162,"A Very Merry Mistake (Very Merry, #1)",Lyra Parish,4.04
163,The New Naturals,Gabriel Bump,2.91
164,"A Fellowship of Bakers & Magic (Adenashire, #1)",J. Penner,3.99
165,"The Whole Time (The D'Angelos, #4)",Catherine Bybee,4.4
166,Have I Told You This Already?: Stories I Don't Want to Forget to Remember,Lauren Graham,3.66
167,"Consort of Fire (Bound to Fire and Steel, #1)",Kit Rocha,3.98
168,How Bad Do You Want It? Mastering the Psychology of Mind over Muscle,Matt Fitzgerald,4.1
169,Neena Lee Is Seeing Things,Sheila Athens,4.43
170,"Never Met a Duke Like You (Taming of the Dukes, #2)",Amalie Howard,3.8
171,The Wishing Bridge,Viola Shipman,4.03
172,Outdrawn,Deanna Grey,4.28
173,Good Taste,Caroline Scott,3.49
174,"He Who Fights with Monsters 10 (He Who Fights with Monsters, #10)",Shirtaloon,4.54
175,How to Lose a Guy Before Christmas,A.J. Pine,3.34
176,The Engagement Party,Finley Turner,3.42
177,The Beautiful and the Wild,Peggy Townsend,3.57
178,Against the Machine: Evolution,Brian Van Norman,4.33
179,A Rome of One's Own: The Forgotten Women of the Roman Empire,Emma Southon,4.33
180,"Saga, Volume 11",Brian K. Vaughan,4.26
181,All the Little Truths (Finley O’Sullivan #3),Debra Webb,4.38
182,All the Dark Places,Terri Parlato,3.77
183,The Liberators,E.J. Koh,3.47
184,Call You When I Land,Nikki Vargas,3.26
185,Hot Springs Drive,Lindsay Hunter,3.55
186,We All Want Impossible Things,Catherine Newman,4.01
187,The General and Julia,Jon Clinch,3.88
188,With or Without You,Eric Smith,3.53
189,Almost Like Being in Love,Sariah Wilson,3.78
190,Leave the World Behind,Rumaan Alam,3.17
191,The Dead Man of Storr (The Misty Isle #2),J.M. Dalgliesh,4.4
192,Alice Sadie Celine,Sarah Blakley-Cartwright,3.07
193,"Gorgeous Gruesome Faces (Gorgeous Gruesome Faces, #1)",Linda Cheng,3.67
194,A Very Inconvenient Scandal,Jacquelyn Mitchard,3.2
195,Ripple Effect (Coastal University #3),Ki Stephens,3.84
196,"Song of Silver, Flame Like Night (Song of the Last Kingdom, #1)",Amélie Wen Zhao,3.82
197,Famous Last Words,C.W. Farnsworth,3.97
198,The Star and the Strange Moon,Constance Sayers,4.14
199,"Ghosts of Honolulu: A Japanese Spy, A Japanese American Spy Hunter, and the Untold Story of Pearl Harbor",Mark Harmon,3.78
200,June First,Jennifer Hartmann,4.27
