Ranking,Title,Author,Average Rating
134,What Kind of Mother,Clay McLeod Chapman,3.17
135,The Haunting,Natasha Preston,3.67
136,How to Find a Missing Girl,Victoria Wlosok,3.67
137,The Pomegranate Gate (The Mirror Realm Cycle #1),Ariel Kaplan,4.01
138,Herc,Phoenicia Rogerson,3.56
139,Democracy Awakening: Notes on the State of America,Heather Cox Richardson,4.43
140,Thank You for Sharing,Rachel Runya Katz,3.66
141,The Ex-Mas Holidays,Zoe Allison,3.35
142,12 Months to Live (Jane Smith #1),James Patterson,4.1
143,The Ghost Illusion,Kat Martin,4.03
144,If I Have to Be Haunted,Miranda Sun,3.65
145,Birthday Girl,Penelope Douglas,3.95
146,"Vows & Ruins (The Legends of Thezmarr, #2)",Helen Scheuerer,4.18
147,The Golden Gate,Amy Chua,3.89
148,Faking Christmas,Kerry Winfrey,3.67
149,The Second Chance Hotel,Sierra Godfrey,3.63
150,"Fall Into You (Morally Gray, #2)",J.T. Geissinger,4.15
151,A Kingdom of Frost and Malice (The Winter Court #1),Ashley McLeo,3.96
152,All You Have to Do Is Call,Kerri Maher,4.07
153,The Witching Tide,Margaret Meyer,3.38
154,Woke Up Like This,Amy Lea,4.04
155,Toxic,Nicole Blanchard,3.54
156,Court of Serpents and Secrets (The Shadow Bound Queen #4),Eliza Raine,4.06
157,"The Forest Grimm (The Forest Grimm, #1)",Kathryn Purdie,3.5
158,In These Hallowed Halls: A Dark Academia Anthology,Marie O'Regan,3.41
159,Reckless Heart (Starlight Cove #4),Brighton Walsh,3.98
160,Confessions of a Forty-Something F**k Up,Alexandra Potter,4.08
161,Maybe Meant to Be,K.L. Walther,3.66
162,Best Enemies Forever (The Connovan Chronicles #1),Olivia Hayle,4.18
163,Red Rabbit,Alex Grecian,4.17
164,The Summer I Saved You (The Summer #2),Elizabeth O'Roark,3.88
165,Lucy by the Sea,Elizabeth Strout,3.92
166,Scarcity Brain: Fix Your Craving Mindset and Rewire Your Habits to Thrive with Enough,Michael Easter,4
167,"Binding 13 (Boys of Tommen, #1)",Chloe Walsh,4.45
168,"Tempted by Deception (Deception Trilogy, #2)",Rina Kent,4.03
169,Morning in This Broken World,Katrina Kittle,4.34
170,Scenes of the Crime,Jilly Gagnon,3.04
171,"Body Check (Seattle Serpents, #1)",Teagan Hunter,3.78
172,"The Brood (Calamity Montana, #6)",Devney Perry,4.21
173,"Death and the Sisters (A Mary Shelley Mystery, #1)",Heather Redmond,3.44
174,Reykjavík: A Crime Story,Ragnar Jónasson,3.67
175,"Un automne pour te pardonner (Seasons, #1)",Morgane Moncomble,4.5
176,Chenneville,Paulette Jiles,4.15
177,Come Closer,Sara Gran,3.66
178,Queens of Moirai (Descendants of The Fates #1),Rhiannon Hargadon,3.95
179,There's No Way I'd Die First,Lisa Springer,3.23
180,It Waits in the Woods,Josh Malerman,3.73
181,Love Me Do,Lindsey Kelk,3.9
182,Blessing of the Lost Girls (Joanna Brady #20; Walker Family #6),J.A. Jance,4.21
183,"Consumed by Deception (Deception Trilogy, #3)",Rina Kent,4.17
184,Impossible Creatures,Katherine Rundell,4.2
185,The Unsettled,Ayana Mathis,3.54
186,"Signed, Sealed, Delivered (Wells Family #2)",Juliana Smith,3.8
187,"The Land of Lost Things (The Book of Lost Things, #2)",John Connolly,3.93
188,Eternal Reign (Age of Vampires #1),Caroline Peckham,4.17
189,"Witches Get Stuff Done (Starfall Point, #1)",Molly Harper,3.63
190,The Beginning of Everything,Jackie Fraser,3.58
191,Heaven Official's Blessing: Tian Guan Ci Fu (Novel) Vol. 7,Mò Xiāng Tóng Xiù,4.76
192,This Spells Disaster,Tori Anne Martin,3.43
193,The Mitford Affair,Marie Benedict,3.7
194,"This Dark Descent (This Dark Descent, #1)",Kalyn Josephson,3.75
195,The Clementine Complex,Bob Mortimer,3.68
196,"Traitors Gate (William Warwick, #6)",Jeffrey Archer,4.19
197,"Homerun Proposal (Orleans University, #1)",Maren Moore,3.8
198,Other Birds,Sarah Addison Allen,4.03
199,In Bloom,Paul Tremblay,3.08
200,The Caretaker,Ron Rash,4.22
